temp_id,folio,witness,exact_italian,literal_english,topic,status
"MI_REC_27_36_IMG15","FOLIO_PENDING","Leonardo Interactivo BNE","Hora tu puoi far dare alla rochetta che parte tu vuoi di volta.","Now you can make the pinion turn by whatever part you wish.","Selectable turn fraction","RECOVERED"
"MI_REC_27_36_IMG15","FOLIO_PENDING","Leonardo Interactivo BNE","Come dire i'voglio ch'ella dia volta intera, farai 8 fusi alla rocha e 8 denti per posta alla rota.","As to say I want it to give a full turn, you will make 8 rods on the pinion and 8 teeth per section on the wheel.","Full turn: 8 rods, 8 teeth per section","RECOVERED"
"MI_REC_27_36_IMG15","FOLIO_PENDING","Leonardo Interactivo BNE","E sse ttu voi ch'ella dia 1/4 di volta, fa la rocha pur di 8 fusi e 2 denti per posta.","And if you want it to give 1/4 turn, make the pinion also of 8 rods and 2 teeth per section.","Quarter turn: 8 rods, 2 teeth per section","RECOVERED"
"MI_REC_27_36_IMG15","FOLIO_PENDING","Leonardo Interactivo BNE","Sappi che in questa rota tutte le parte dentate debbono essere dispari, cioè, tutte le poste, le quali qui sono 5.","Know that in this wheel all the toothed parts must be odd, that is, all the sections, which here are 5.","Odd toothed sections — here 5","RECOVERED"
"MI_REC_27_36_IMG15","FOLIO_PENDING","Leonardo Interactivo BNE","E sse ffussino 6 starebon male.","And if they were 6 it would be wrong.","6 sections: wrong","RECOVERED"
"MI_REC_27_36_IMG15","FOLIO_PENDING","Leonardo Interactivo BNE","Siché fane una, ho 3 ho 5 ho 7, e chosi infinitamente sieno dispari, a uso della rota che move il tenpo all'oriolo.","So make one, or 3 or 5 or 7, and so on infinitely be odd, for use of the wheel that moves the regulator of the clock.","Odd rule: 1, 3, 5, 7 … for clock regulator","RECOVERED"
"MI_REC_27_36_IMG15","FOLIO_PENDING","Leonardo Interactivo BNE","E attendi che il dente di sopra lasscia il fusello in o, che ssubito di sotto si ripigli l'altro fusello in t.","And attend that the upper tooth releases the rod at o, so that immediately below it takes up the other rod at t.","Tooth release-take sequence o → t","RECOVERED"
"MI_REC_27_36_IMG15","FOLIO_PENDING","Leonardo Interactivo BNE","Questa va molto hequale e ssalda, i'modo fa gran chamino, perché la rocha ch'ella conduce dà volta intera, 8 fusi a lla rocha he 8 denti ha la meza rota.","This goes very uniform and steady, in such a way it makes a great journey, because the pinion it drives gives a full turn, 8 rods to the pinion and 8 teeth to the half wheel.","Uniform motion: full turn per engagement","RECOVERED"
"MI_REC_27_36_IMG16","FOLIO_PENDING","Leonardo Interactivo BNE","Quello ufitio che ffa l'asste per lo buso n, cioè, dello entrare he usscire sechondo che 'l voltare della rota m la conduce, il medesimo si pò fare in m, cioè, dall'opposita parte.","That office which the shaft does through the hole n, that is, of entering and exiting according to how the turning of wheel m conducts it, the same can be done in m, that is, from the opposite side.","Shaft entry-exit reversible from either side","RECOVERED"
"MI_REC_27_36_IMG17","FOLIO_PENDING","Leonardo Interactivo BNE","Domando perché qui in pari contatto e fforza e ttenp[o] e moto e peso, perché si sega più opera nell'una che nell'altra.","I ask why here with equal contact and force and time and motion and weight, why more work is sawn in one than in the other.","Saw efficiency question — equal conditions","RECOVERED"
"MI_REC_27_36_IMG17","FOLIO_PENDING","Leonardo Interactivo BNE","Io ho una sega la quale profunda un braccio per ora dentro a una pietra, colla quale essa a 1 braccio di contatto, e lla sega pesa 10 libre.","I have a saw which penetrates one braccio per hour into a stone, with which it has 1 braccio of contact, and the saw weighs 10 pounds.","Saw baseline: 1 braccio/hr, 10 lb, 1 braccio contact","RECOVERED"
"MI_REC_27_36_IMG17","FOLIO_PENDING","Leonardo Interactivo BNE","Ora io radoppio il contatto d'essa sega, e folio 2 braccia.","Now I double the contact of that saw, and it becomes 2 braccia.","Doubled contact length","RECOVERED"
"MI_REC_27_36_IMG17","FOLIO_PENDING","Leonardo Interactivo BNE","Dico che ti bisognia radopiare il peso della sega e profonderassi medesimamente 1 braccio per ora, faciendo pari moto in [...]","I say that you need to double the weight of the saw and it will penetrate equally 1 braccio per hour, making equal motion in [...].","Double weight required for same penetration rate","RECOVERED"
"MI_REC_27_36_IMG17","FOLIO_PENDING","Leonardo Interactivo BNE","La parte alluminata de'chorpi di pari grandeza fia più luminosa, del quale l'onbra dirivativa sarà più brieve.","The illuminated part of bodies of equal size will be more luminous, of which the derived shadow will be shorter.","Shorter derived shadow = more luminous body","RECOVERED"
"MI_REC_27_36_IMG17","FOLIO_PENDING","Leonardo Interactivo BNE","Le parti alluminate de'corpi di pari grandeze aranno tal proportioni nelle lor chiareze, quale anno infra lloro le lungeze de l'onbrose piramide.","The illuminated parts of bodies of equal sizes will have such proportions in their brightness as they have between them the lengths of the shadow pyramids.","Brightness proportional to shadow-pyramid length","RECOVERED"
"MI_REC_27_36_IMG17","FOLIO_PENDING","Leonardo Interactivo BNE","Il corpo f sarà la metà meno alluminato che il corpo e, perché la sua parte del cielo che ll'alumina è dupla minor che quella de e, come si dimostra in c d he a b.","Body f will be half as illuminated as body e, because the part of the sky that illuminates it is doubly smaller than that of e, as is shown in c d and a b.","Half illumination from half sky angle","RECOVERED"
"MI_REC_27_36_IMG17","FOLIO_PENDING","Leonardo Interactivo BNE","Quella proportione che a l'angolo che ssi rinchiude infra 'l corpo alluminato e ll'asis del razo alluminante l'uno coll'altro, talle arà le qualità de'lumi.","That proportion which the angle that is enclosed between the illuminated body and the axis of the illuminating ray has, one to the other, such will be the qualities of the lights.","Angle between body and light-axis determines light quality","RECOVERED"
"MI_REC_27_36_IMG17","FOLIO_PENDING","Leonardo Interactivo BNE","Se l'angolo acuto r c d entra 4 volte in nell'angolo c m n, c r fia 4 volte men luminoso che c n.","If the acute angle r c d enters 4 times into the angle c m n, c r will be 4 times less luminous than c n.","Acute angle 4× in obtuse → 4× less luminous","RECOVERED"
"MI_REC_27_36_IMG17","FOLIO_PENDING","Leonardo Interactivo BNE","Anchora se s'angolo c m n entra 12 volte i'nell'angolo ottuso a r d e ll'angolo c m n entra 3 in nello ottuso m n o, sequirà la proportione.","Also if the angle c m n enters 12 times into the obtuse angle a r d and the angle c m n enters 3 in the obtuse m n o, the proportion will follow.","Angular proportion of illumination","RECOVERED"
"MI_REC_27_36_IMG18","FOLIO_PENDING","Leonardo Interactivo BNE","Moto di diseguale forza perché il cientro della rota che move non è nel suo mezzo","Motion of unequal force because the centre of the wheel that moves is not in its middle","Section heading: off-centre wheel — unequal force","RECOVERED"
"MI_REC_27_36_IMG18","FOLIO_PENDING","Leonardo Interactivo BNE","Anchora la potentia di questo motore hè disequale, sol per non avere il suo circulo che move equalmente distante al cientro della rota principale.","Also the power of this mover is unequal, solely for not having its circle that moves equally distant from the centre of the main wheel.","Off-centre circle causes power inequality","RECOVERED"
"MI_REC_27_36_IMG18","FOLIO_PENDING","Leonardo Interactivo BNE","Questo moto di sotto, bench'esso sia eguale in forza, esso non fia eguale in movimento.","This motion below, although it be equal in force, it will not be equal in movement.","Equal force — unequal movement","RECOVERED"
"MI_REC_27_36_IMG18","FOLIO_PENDING","Leonardo Interactivo BNE","Questo moto hè assai laldabile, sì per la facilità del moto, chome per la brevità dell'opera.","This motion is very praiseworthy, both for the ease of the motion and for the brevity of the work.","Praiseworthy: easy and brief","RECOVERED"
"MI_REC_27_36_IMG19","FOLIO_PENDING","Leonardo Interactivo BNE","Se ll'acqua si troverà a ccierta alteza nella sua canna premuta dal peso, e cquel peso dissciendia [per] perpendiculare linia e ll'acqua similemente monti [per] perpendichular linia, torci poi tal strumento in qualunque linia ti piace, che ssenpre tale acqua starà alla medesima alteza nella sua channa.","If the water will be found at a certain height in its tube pressed by the weight, and that weight descends along a perpendicular line and the water similarly rises along a perpendicular line, twist then that instrument in whatever line you please, and that water will always stand at the same height in its tube.","Water maintains height regardless of tube orientation","RECOVERED"
"MI_REC_27_36_IMG19","FOLIO_PENDING","Leonardo Interactivo BNE","E questo achade che sse 'l pionbo mancha del suo peso per fare obbliquo disscienso, l'acqua fa il simile nel levarsi per simile obbliquità.","And this happens because if the lead loses of its weight by making oblique descent, the water does the same in rising by similar obliquity.","Lead and water — equal obliquity effect","RECOVERED"
"MI_REC_27_36_IMG19","FOLIO_PENDING","Leonardo Interactivo BNE","Questo hè mo[to] che sspingie he ttira.","This is motion that pushes and pulls.","Push-pull motion label","RECOVERED"
"MI_REC_27_36_IMG19","FOLIO_PENDING","Leonardo Interactivo BNE","Spingie, quando la parte dell'esse h f n a mandato l'angolo d nello stremo della rota in h, allora la stangetta m d si truova sosspinta in fuori.","It pushes, when the part of the shaft h f n has sent angle d to the extreme of the wheel in h, then the small rod m d finds itself pushed outward.","Push phase: angle d at extreme h","RECOVERED"
"MI_REC_27_36_IMG19","FOLIO_PENDING","Leonardo Interactivo BNE","E chosi tira, quando l'angolo d si truova sul cientro della rota in f.","And thus it pulls, when angle d finds itself on the centre of the wheel in f.","Pull phase: angle d at centre f","RECOVERED"
"MI_REC_27_36_IMG19","FOLIO_PENDING","Leonardo Interactivo BNE","Il quale moto achade [quando] la parte dell'esse f n sosspingie il piè della sstanga s f inverso d, onde essendo i poli s o fermi quando f va inverso d, d viene inverso il cientro della rota, perché o hè polo.","Which motion happens when the part of the shaft f n pushes the foot of the rod s f toward d, whereby being the poles s o fixed when f goes toward d, d comes toward the centre of the wheel, because o is the pole.","Pole-fixed push mechanism","RECOVERED"
"MI_REC_27_36_IMG19","FOLIO_PENDING","Leonardo Interactivo BNE","Ma ssappi che ll'esse h f n vole hessere mezo di qua dalla rota e mmezzo di là, a volere stare vene.","But know that the shaft h f n must be half this side of the wheel and half that side, in order to work well.","Shaft must be centred across wheel","RECOVERED"
"MI_REC_27_36_IMG19","FOLIO_PENDING","Leonardo Interactivo BNE","In questa forma debbe stare l'esse della rota di sopra, cioè, h f n, che verrà a essere 1/2 di qua e 1/2 di là.","In this form the shaft of the upper wheel must stand, that is, h f n, which will come to be 1/2 on this side and 1/2 on that.","Shaft 1/2 each side rule","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","Tal proportione ano i lumi che ssi rinchiudano infra ll'asis del razo luminoso e 'l piano da cquello alluminato, quale infra lloro anno le base dele conposte piramide.","Such proportion do the lights have that are enclosed between the axis of the luminous ray and the plane illuminated by it, as between them the bases of the compound pyramids have.","Light proportion = base ratio of compound pyramids","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","Fass[i] l'aste movere sopra una delle sue stremità in diversi modi, de'quali fia solamente inanzi e in dirieto, cioè, che lla parte che ssi move torni per la propia via ch'ella andò inanzi.","The shaft is made to move on one of its extremities in various ways, of which shall be only forward and backward, that is, that the part that moves returns by the same way that it went forward.","Forward-backward shaft: returns same path","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","De'quali modi b c d e sono d'eguale natura, salvo che si biasima a, perché a una canna che veste il polo, nella quale si giugnie insieme col suo unto molta polvere e consumation del ferro.","Of which modes b c d e are of equal nature, except that a is blamed, because it has a tube that clothes the pole, in which joins together with its grease much dust and consumption of the iron.","Mode a: dust and iron wear — condemned","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","E viene a ffare una cosa visciosa che inpedisscie il moto.","And it comes to make a viscous thing that impedes the motion.","Viscous impediment to motion","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","a fia la più trista, perché a più moti e non pò osservare l'andare e 'l tornare per una sola linia.","a will be the worst, because it has more motions and cannot observe going and returning along a single line.","Mode a: worst — not single-line","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","Ecci altri moti de'poli, i quali vanno in circulo colla sua asste, dalla parte di sopra o di sotto, e ll'oposita stremità dell'aste sta ferma 'n un punto e non volta in sé medesima.","There are other motions of the poles, which go in a circle with their shaft, from the upper or lower part, and the opposite extremity of the shaft stays fixed at a point and does not turn in itself.","Pole circular motion — opposite end fixed","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","Altre cie n'è, che nel detto hofitio, voltano in sé medesimo.","There are others, which in the said office, turn in themselves.","Other mode: turns in itself","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","Altre, sanza fare moto circulare dall'una o dall'altra stremità, solo attendano a voltare in sé medesima insù la sua fronte, come il polo delle pietre de'molini.","Others, without making circular motion from one or the other extremity, only attend to turning in themselves on their front face, like the pole of millstones.","Millstone-pole type: front-face rotation only","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","Altre, fermato la testa di sopra o di sotto, si movano solamente in qua e i[n] llà, posandosi sopra le loro fronti.","Others, with the upper or lower head fixed, move only this way and that, resting on their front faces.","Fixed-head: lateral motion only","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","Altre nel medesimo hofitio si voltano in sé medesime.","Others in the same office turn in themselves.","Same office: self-rotation","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","Questa hè una ventola che piglia l'aria.","This is a vane that takes the air.","Vane: takes air","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","E ssi dimanda quale fa più resistenzia i'nel suo voltare coll'aria che lla perchote, ho la ventola di 2 braccia, o di 4 o di 8.","And is asked which makes more resistance in its turning with the air that strikes it, whether the vane of 2 braccia, or of 4 or of 8.","Vane resistance comparison: 2, 4, 8 braccia","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","Dimando quale ventola si moverà più veloce o ttarda, quella che a molti rami o che nn'a pochi, quella che a i rami più lunghi o più chorti, quella che gli a più larghi o ssottili, quella che gli a più legeri o più grievi.","I ask which vane will move faster or slower, that which has many branches or that which has few, that which has longer or shorter branches, that which has them wider or thinner, that which has them lighter or heavier.","Vane speed variables: count, length, width, weight","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","E di tutte si dimanda le diferentie.","And of all these are asked the differences.","All differences to be determined","RECOVERED"
"MI_REC_27_36_IMG20","FOLIO_PENDING","Leonardo Interactivo BNE","E quella che a i rami di varie lungeze e pari peso infra lloro, e cquella che gli a traforati a modo di crivello, o tessuti come staccio, o frapati [c]ome pettine o di cartilagine o panicoli pilosi o puliti o lenti o tirati.","And that which has branches of various lengths and equal weight among them, and that which has them perforated like a sieve, or woven like a screen, or fringed like a comb or of cartilage or hairy membranes smooth or slow or stretched.","Vane variants: perforated, woven, fringed, membrane","RECOVERED"
